fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
23,345.708832,353.708832,55.587738,63.587738,-10.0,59.5
24,352.251831,0.251831,54.997719,62.997719,-3.7,58.9
25,357.312685,5.312685,54.331757,62.331757,1.31,58.3
26,1.806323,9.806323,53.862316,61.862316,5.8,57.8
27,5.234683,13.234683,53.641449,61.641449,9.23,57.6
28,8.308472,16.308472,53.633495,61.633495,12.3,57.6
29,11.003754,19.003754,53.521866,61.521866,15.0,57.5
30,12.837374,20.837374,53.709759,61.709759,16.8,57.7
31,13.990692,21.990692,53.498486,61.498486,17.9,57.4
32,14.89687,22.89687,53.230778,61.230778,18.8,57.2
33,15.759386,23.759386,52.971069,60.971069,19.7,56.9
34,16.627583,24.627583,52.644077,60.644077,20.6,56.6
35,17.17412,25.17412,52.335022,60.335022,21.1,56.3
36,17.853403,25.853403,51.81065,59.81065,21.8,55.8
37,18.913961,26.913961,51.416912,59.416912,22.9,55.4
38,20.019293,28.019293,51.082481,59.082481,24.0,55.0
39,21.48317,29.48317,50.82518,58.82518,25.4,54.8
40,23.011475,31.011475,50.529453,58.529453,27.0,54.5
41,24.82773,32.82773,50.287392,58.287392,28.8,54.2
42,25.988382,33.988382,50.312405,58.312405,29.9,54.3
43,27.328659,35.328659,50.315571,58.315571,31.3,54.3
44,28.582867,36.582867,50.133595,58.133595,32.5,54.1
45,29.429085,37.429085,50.34621,58.34621,33.4,54.3
46,30.799805,38.799805,50.209442,58.209442,34.7,54.2
47,31.718143,39.718143,50.661434,58.661434,35.7,54.6
48,32.178505,40.178505,51.377537,59.377537,36.1,55.3
49,32.182476,40.182476,52.298439,60.298439,36.1,56.2
50,32.779984,40.779984,52.266842,60.266842,36.7,56.2
51,34.526463,42.526463,51.673706,59.673706,38.5,55.6
52,35.815357,43.815357,51.470802,59.470802,39.8,55.4
53,36.778828,44.778828,51.550381,59.550381,40.7,55.5
54,39.077888,47.077888,51.347805,59.347805,43.0,55.3
