fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
13,344.658875,352.658875,50.544098,58.544098,-11.0,54.5
14,348.311005,356.311005,51.640255,59.640255,-7.6,55.6
15,351.899933,359.899933,52.606064,60.606064,-4.1,56.6
16,355.325714,3.325714,53.254826,61.254826,-0.6,57.2
17,358.820489,6.820489,53.569798,61.569798,2.82,57.5
18,1.867619,9.867619,54.063293,62.063293,5.86,58.0
19,4.656957,12.656957,54.610229,62.610229,8.65,58.6
20,6.862133,14.862133,54.939083,62.939083,10.8,58.9
21,9.176797,17.176797,55.054092,63.054092,13.1,59.0
22,11.956113,19.956113,55.149181,63.149181,15.9,59.1
23,14.482014,22.482014,54.988895,62.988895,18.4,58.9
24,16.505587,24.505587,54.89719,62.89719,20.5,58.8
25,18.260609,26.260609,54.846176,62.846176,22.2,58.8
26,20.285568,28.285568,54.944214,62.944214,24.2,58.9
27,22.140717,30.140717,55.05751,63.05751,26.1,59.0
28,23.807777,31.807777,55.280769,63.280769,27.8,59.2
29,25.362377,33.362377,55.316441,63.316441,29.3,59.3
30,26.752773,34.752773,55.440605,63.440605,30.7,59.4
31,26.830383,34.830383,55.921616,63.921616,30.8,59.9
32,26.470295,34.470295,56.23727,64.23727,30.4,60.2
33,26.037453,34.037453,56.244717,64.244717,30.0,60.2
34,24.942051,32.942051,56.8363,64.8363,28.9,60.8
35,24.268326,32.268326,57.541283,65.541283,28.2,61.5
36,24.915407,32.915407,57.312969,65.312969,28.9,61.3
37,25.663574,33.663574,57.330299,65.330299,29.6,61.3
38,27.157,35.157,57.427437,65.427437,31.1,61.4
39,29.360939,37.360939,57.253014,65.253014,33.3,61.2
40,31.075539,39.075539,57.3288,65.3288,35.0,61.3
41,32.812542,40.812542,57.38195,65.38195,36.8,61.3
42,37.987354,45.987354,57.78957,65.78957,41.9,61.7
